"codelist","concept_id"
"creatinine",3007128
"creatinine",3007196
"creatinine",3007337
"creatinine",3007345
"creatinine",3007349
"creatinine",3007367
"creatinine",3007411
"creatinine",3007415
"creatinine",3007497
"creatinine",3007529
"creatinine",3007659
"creatinine",3007671
"creatinine",3007760
"creatinine",3007772
"creatinine",3007795
"creatinine",3007843
"creatinine",3008029
"creatinine",3008130
"creatinine",3008167
"creatinine",3008203
"creatinine",3008211
"creatinine",3008299
"creatinine",3008353
"creatinine",3008392
"creatinine",3008420
"creatinine",3008521
"creatinine",3008612
"creatinine",3008669
"creatinine",3008679
"creatinine",3008723
"creatinine",3008734
"creatinine",3009003
"creatinine",3009086
"creatinine",3009091
"creatinine",3009098
"creatinine",3009119
"creatinine",3009312
"creatinine",3009365
"creatinine",3009429
"creatinine",3009484
"creatinine",3009508
"creatinine",3009511
"creatinine",3009562
"creatinine",3009615
"creatinine",3009657
"creatinine",3009687
"creatinine",3009920
"creatinine",3009930
"creatinine",3010003
"creatinine",3010077
"creatinine",3010146
"creatinine",3010228
"creatinine",3010250
"creatinine",3010264
"creatinine",3010286
"creatinine",3010313
"creatinine",3010391
"creatinine",3010450
"creatinine",3010476
"creatinine",3010509
"creatinine",3010529
"creatinine",3010549
"creatinine",3010616
"creatinine",3010663
"creatinine",3010727
"creatinine",3010758
"creatinine",3010766
"creatinine",3010785
"creatinine",3010811
"creatinine",3010833
"creatinine",3010860
"creatinine",3010899
"creatinine",3010911
"creatinine",3010913
"creatinine",3010955
"creatinine",3011002
"creatinine",3011028
"creatinine",3011051
"creatinine",3011159
"creatinine",3011226
"creatinine",3011232
"creatinine",3011314
"creatinine",3011336
"creatinine",3011420
"creatinine",3011445
"creatinine",3011452
"creatinine",3011600
"creatinine",3011608
"creatinine",3011687
"creatinine",3011702
"creatinine",3011713
"creatinine",3011784
"creatinine",3011845
"creatinine",3011848
"creatinine",3011909
"creatinine",3011925
"creatinine",3011931
"creatinine",3012010
"creatinine",3012129
"creatinine",3012157
"creatinine",3012179
"creatinine",3012256
"creatinine",3012403
"creatinine",3012421
"creatinine",3012438
"creatinine",3012506
"creatinine",3012565
"creatinine",3012601
"creatinine",3012642
"creatinine",3012665
"creatinine",3012885
"creatinine",3012913
"creatinine",3013068
"creatinine",3013073
"creatinine",3013117
"creatinine",3013141
"creatinine",3013168
"creatinine",3013181
"creatinine",3013280
"creatinine",3013296
"creatinine",3013330
"creatinine",3013335
"creatinine",3013485
"creatinine",3013519
"creatinine",3013526
"creatinine",3013539
"creatinine",3013567
"creatinine",3013582
"creatinine",3013609
"creatinine",3013717
"creatinine",3013730
"creatinine",3013775
"creatinine",3013820
"creatinine",3013848
"creatinine",3013884
"creatinine",3013912
"creatinine",3013949
"creatinine",3013970
"creatinine",3014009
"creatinine",3014161
